label,response,ED,SC_W,SC_L,SPE,SPE_W,COM,SI,SI_L,NAV,DIF
L_pOFC,,90.51679842508199,0.0,inf,0.010665449383377044,0.0063448364687431315,0.0001265795596745552,inf,19.546624149897205,0.007324404570625825,0.0020394918853891223
L_a32pr,,73.63777412558761,0.0,inf,0.009717009586412978,0.005235436164866731,0.0002696834183062674,inf,16.820281826773506,0.006364628615436822,0.0020383935109182095
L_p24,,86.83542554741074,0.0,inf,0.008524680926165665,0.0053359485552035065,0.00022105457236786354,inf,21.826427279801845,0.006884185382401744,0.0028895888205858044
L_4,0.318,19.617897110141783,0.04006117048395548,42.00244,0.023808140669922987,0.04006117048395548,0.08831103618230154,4.015892822381937,4.015892822381937,0.023808140669922987,0.004994887943260534
L_3b,0.445,9.811037704890186,0.10992439332865758,18.869580000000006,0.05299535018797449,0.10992439332865757,0.2207256706713206,2.559657730727985,2.559657730727985,0.05299535018797449,0.0037418329040061586
L_5m,,44.89523299145278,0.0018764258590090413,52.851079999999996,0.027593925583597724,0.03814181401471979,0.026680886763516924,8.43203820300768,5.57818845783777,0.018921089218990418,0.0020429039130286553
L_5mv,,35.93914448203191,0.0,inf,0.019612311667874128,0.013117540850214717,0.0038545333755747955,inf,9.945566384245746,0.014132889296795483,0.0020079976493886575
L_23c,0.367,38.351314381351536,0.0,inf,0.015523890957706092,0.00889093013961319,0.0020516579497343933,inf,12.515457424051037,0.011701892874787638,0.002705086312327481
L_5L,,43.75635154192147,0.0010284431461917696,58.8451,0.02703086979392206,0.022738644326380397,0.014640297889455877,9.299563449037775,7.63385602553985,0.01699376838513317,0.002164789391013938
L_24dd,,43.19025690163916,0.0005848039618697927,60.483880000000006,0.016680967816407932,0.018526621142702007,0.008504341278318141,10.114000500601257,10.635884135323238,0.016533330864355923,0.0029804324093237514
L_24dv,,47.97132539964834,0.0,inf,0.012947320202506444,0.011165171312581445,0.0017317773646439657,inf,12.976782269527899,0.010580127431286834,0.0020230270174489457
L_SCEF,0.243,52.15462801036976,0.0005679267909893825,76.29415999999999,0.013107163117072135,0.009892394614901531,0.005389765262662644,10.15624861567124,10.15624861567124,0.013107163117072135,0.003651516801821902
L_6ma,,42.613119848100645,0.001530299233144444,71.35836000000002,0.014013774980254587,0.013341330061670714,0.01085869734551596,8.72621170724645,8.72621170724645,0.014013774980254587,0.0035859859749304227
L_1,,0.0,0.0,0.0,inf,inf,0.0,,,inf,0.0
L_2,0.602,11.808335624892162,0.11518208131109635,20.037639999999996,0.049906076763531045,0.11518208131109635,0.21528940190959647,2.49225300456782,2.49225300456782,0.049906076763531045,0.004405215014089851
L_3a,,18.64349329473428,0.04432225682202422,23.899660000000004,0.04184159942024279,0.04432225682202422,0.12104755306779366,3.8700660528736397,3.8700660528736397,0.04184159942024279,0.0023041875055107197
L_6mp,0.288,41.91163822526257,0.0068990054422668045,61.329739999999994,0.016578996930896088,0.022085843464373908,0.0270496707349353,6.5536370922915435,8.57732955872001,0.016305303104170995,0.0034738956484213174
L_43,,53.93409782902379,0.0140900203531396,34.672920000000005,0.02884095138223143,0.014090020353139597,0.04220126484924855,5.523423700339304,5.523423700339304,0.02884095138223143,0.0028149593262118593
L_OP4,,45.32699338118032,0.013844359755272767,25.55296,0.03913440947741475,0.015453413718191096,0.04398809221957736,5.548799059439593,5.548799059439593,0.03913440947741475,0.002642768839297377
L_OP1,,37.247210182393225,0.0021357417305001894,36.937459999999994,0.027072787354625902,0.012590495773244798,0.015119015894351814,8.245288294515047,8.245288294515047,0.027072787354625902,0.001846828858906368
L_OP2-3,0.201,39.94517076591188,0.00460261746891062,39.065079999999995,0.02559830928286849,0.011166463760418197,0.019296167064434915,7.1375709480671015,7.1375709480671015,0.02559830928286849,0.002100534134654323
L_FOP1,,58.936514347174054,0.0010544873827756642,53.574139999999986,0.021948683100962627,0.009225061033568044,0.00913557605154747,9.26348365785768,10.69889471961556,0.018665721932260605,0.0013683104018425089
L_FEF,,20.412698359492865,0.01097926318534386,48.895640000000014,0.02057430286032188,0.014430022486232154,0.03674412173836382,5.883316157158916,8.846011582289458,0.02045172125776449,0.0024366849890877637
L_PEF,,29.41473678882591,0.0029139363070072566,49.791419999999995,0.020083781502917574,0.009581561055653007,0.015318147793565742,7.797056147626247,7.797056147626247,0.020083781502917574,0.0014291177732612297
L_55b,,25.220244859551592,0.014547402312711543,52.580699999999986,0.01970099407275892,0.014547402312711543,0.04125363621358662,5.477335837694519,8.536633634015297,0.01901838507284993,0.003356418411845135
L_SFL,,58.99866246898229,0.0004021956305129923,97.41329999999999,0.011964430227510819,0.007018471482053753,0.003842780197094598,10.654056177578166,13.671366235405891,0.01026553868927549,0.003664455847030238
L_6d,0.247,21.35612185350489,0.02590976639720686,48.45192000000001,0.02063901698838766,0.02590976639720686,0.06581519835851417,4.6446013877528545,4.6446013877528545,0.02063901698838766,0.003540306885606183
L_6v,,39.58774582003549,0.016780822254104263,46.32036000000001,0.022420438830765145,0.016780822254104263,0.04807951068595657,5.271283986937235,7.79442851471968,0.02158877867097751,0.0032240228591280382
L_8Av,,43.76753866266669,0.009503648971619474,67.47989999999999,0.014819227651493263,0.01068137445131546,0.021744219686972436,6.091543941363942,6.091543941363942,0.014819227651493263,0.004394580986359235
L_8Ad,,61.02130213565333,0.0,inf,0.011452374042781946,0.008724102394771189,0.0022957581609828136,inf,14.061792052867514,0.008370377835507344,0.002590875234754701
L_8BL,,73.85079382491034,0.0,inf,0.009341273914361818,0.007397628753859648,0.0015046765000958752,inf,11.435712115839289,0.007720837970339937,0.003235249414690492
L_9p,,80.54343147018369,0.0,inf,0.009087018194936533,0.007021148570802155,0.0011214612955908205,inf,17.613910498960347,0.007642322440526322,0.0026602158554701067
L_8C,,43.334688785999894,0.004452732315696421,66.97625999999997,0.01493066349181039,0.008503332701923154,0.0141068694215807,7.185334606773528,7.185334606773528,0.01493066349181039,0.0034573454452159957
L_44,,57.37410911880007,0.0027583186826598315,78.21473999999999,0.013361067346192735,0.007215096215966799,0.010081718286140422,7.876236342443912,14.941510499436607,0.012785313867948678,0.003450642071606059
L_45,,75.15424741549515,0.0011855153960832119,99.62502000000002,0.010609762127011162,0.0067052044857220695,0.00486740843827228,9.094511091887162,19.897592471041825,0.010037639139244336,0.003442961384600359
L_47l,,86.56785199238462,0.0005243079537451007,119.869,0.009259725675071042,0.005987651698437761,0.002581520187793471,10.271539154060843,20.04828876310133,0.008342440497543152,0.0027582005162263006
L_a47r,,101.05265337138677,0.00037683478000872085,123.52579999999998,0.008532123273482196,0.0053543794794558034,0.0013976803786040473,10.748021460948776,22.669836164245794,0.008095474791501049,0.00320868431860291
L_6r,0.356,50.79702527059207,0.005902197044176204,54.74222,0.018562959618880163,0.010302766554823019,0.019234756086178303,6.778773405075911,10.83515503473685,0.01826743599364439,0.003743933318388748
L_IFJa,,48.2662303665921,0.0009201540461687043,67.55478,0.014802801519004281,0.00697638806303371,0.00678559092302672,9.460078177795127,9.460078177795127,0.014802801519004281,0.0016079736309360354
L_IFJp,,38.575701196139,0.00100902241154404,52.7983469387755,0.018939986912082516,0.006542174215122867,0.0073651665498111725,9.327067272149238,9.327067272149238,0.018939986912082516,0.0012483293741383462
L_IFSp,,61.26314434337527,0.0011951040211329678,83.89287999999999,0.012251654831018026,0.0072372482266826995,0.006666089271067894,9.082889295882364,12.673720366667846,0.011919962695284751,0.0022001863440031305
L_IFSa,,75.27111734614655,0.0010247914209300796,95.85345999999998,0.01083018490648761,0.006280086802126533,0.004572623669091628,9.304695187578442,14.38787917953467,0.010432591583026844,0.002859521183664957
L_p9-46v,,62.74271811205439,0.0015972006137202448,88.29633999999996,0.011325497749963368,0.007580525929152151,0.006448679718439668,8.6644799594239,8.6644799594239,0.011325497749963368,0.002916286571380814
L_46,,69.16888966130183,0.0009622847716947289,93.22676,0.010726533883618824,0.007738855886839727,0.003861169689698074,9.395489687681428,9.395489687681428,0.010726533883618824,0.003341541362894201
L_a9-46v,,90.40968537407916,0.0006129494396949897,111.60969999999996,0.008959794713183535,0.00660573001254484,0.0025688920407366395,10.046185510378333,10.046185510378333,0.008959794713183535,0.0028246841062372495
L_9-46d,,81.8510895444487,0.0004756355458284736,106.77879591836738,0.00936515523891562,0.007007867153687185,0.00220445307389755,10.412097049228905,10.412097049228905,0.00936515523891562,0.003113744570170886
L_9a,,93.21641738928383,0.0,inf,0.008427147144393772,0.006230115080908936,0.0007939782189044759,inf,19.49538603121859,0.007789926502011657,0.0029409006990249393
L_6a,0.159,31.50611685066265,0.003421302805775986,52.673559999999995,0.01898485691872735,0.01747692395156468,0.0183186841945585,7.56547969395665,7.56547969395665,0.01898485691872735,0.0030668199757140353
L_i6-8,,34.597996836140574,0.0033216189011857863,64.01218,0.015622026932999314,0.01288252583271883,0.014116862353857408,7.608138932582896,7.608138932582896,0.015622026932999314,0.002459418034929461
L_s6-8,,57.53605019648577,0.0,inf,0.012013628259898029,0.007872316806944864,0.002248042058122586,inf,14.414344993119851,0.007996906156946001,0.0016284581897094946
L_p47r,,88.61539598317641,0.00048254952410269015,112.14310000000002,0.009111724123116307,0.005453921243816368,0.0024221430996005018,10.391276571841018,17.30777996522922,0.008917178141142878,0.002299615152063034
L_47m,,92.29975139181441,0.0,inf,0.009354675603028892,0.004661064341449304,0.00028231578394377935,inf,21.610427679824152,0.007350703535835414,0.0009500588331584984
